"","TABLE_NAME","COMMENTS","schema"
"554","PROFILE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"555","PROFILE","Sensor-specific number recorded for the Profile parameter during a Haul.","RACEBASE2"
"556","PROFILE_GEAR","Elaboration on the equipment usage and detailed history of the specific unit.","RACEBASE2"
"557","PROFILE_GEAR","Foreign Key that relates to the ADP Code for the Model of the Gear used to obtain depth profile data.","RACEBASE2"
"558","PROFILE_GEAR","Foreign Key that relates to the ADP Code for the location the Profile Gear was deployed (i.e. HEADROPE, BUCKET, SEA SURFACE).","RACEBASE2"
"559","PROFILE_GEAR","Number identifying the version of the Model.","RACEBASE2"
"560","PROFILE_GEAR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"561","PROFILE_GEAR","Unique alpha-numeric identifier for the specific gear used for a Haul.","RACEBASE2"
"562","PROFILE_SENSOR","Alpha-numeric code that uniquely identifies the Sensor.","RACEBASE2"
"563","PROFILE_SENSOR","Foreign Key that relates to the ADP Code for the specific parameter measured by the Sensor.","RACEBASE2"
"564","PROFILE_SENSOR","Foreign Key that relates to the Gear of which the Sensor is part.","RACEBASE2"
"565","PROFILE_SENSOR","Further details on the use of the Sensor.","RACEBASE2"
"566","PROFILE_SENSOR","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"567","RACE_SPECIES","9-digit numeric code used for distinguishing species encountered by RACE fisheries research.","RACEBASE2"
"568","RACE_SPECIES","General comments pertaining to the RACE species code.","RACEBASE2"
"569","RACE_SPECIES","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"570","RACE_SPECIES","Scientific Genus for the Identified organism.  Also may contain higher  taxonomic levels such as Family and Phylum. [This field is obsolete once RACEBase2 is integrated with ITIS]","RACEBASE2"
"571","RACE_SPECIES","Scientific Species name for the organism. If NULL, the value is understood to be 'sp.' when Genus is valid. [This field is obsolete once RACEBase2 is integrated with ITIS]","RACEBASE2"
"572","RACE_SPECIES","The accepted Common Name for an organism. [This field is obsolete once RACEBase2 is integrated with ITIS]","RACEBASE2"
"573","SPECIAL_STUDY","Brief and descriptive title used for referencing the Study.","RACEBASE2"
"574","SPECIAL_STUDY","Commentary on objectives for and ancillary information about a Study.","RACEBASE2"
"575","SPECIAL_STUDY","Description of the purpose and specifications for the Study.","RACEBASE2"
"576","SPECIAL_STUDY","Foreign Key that relates to the Cruise/Vessel designated as the collection platform for the Study.","RACEBASE2"
"577","SPECIAL_STUDY","Foreign Key that relates to the Personnel responsible for maintaining the data from the Study (may or may not be a Crew Member during a Leg of the Cruise).","RACEBASE2"
"578","SPECIAL_STUDY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"579","SPECIMEN","Commentary on the collection of the Specimen and anecdotal information.","RACEBASE2"
"580","SPECIMEN","Foreign Key that relates to the ADP Code for the particular Specimen taken from the Fish (i.e. 'Whole Fish'; 'Otolith').","RACEBASE2"
"581","SPECIMEN","Foreign Key that relates to the Fish from which the Specimen was obtained.","RACEBASE2"
"582","SPECIMEN","Number issued to track the Specimen after collection.","RACEBASE2"
"583","SPECIMEN","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"584","SPECIMEN","Weight (g) of the collected Specimen.","RACEBASE2"
"585","STATION","Alpha-numeric designation for the Station established in the design of a Survey.","RACEBASE2"
"586","STATION","Extended commentary on the use of the Station in the Survey or implications on other Stations.","RACEBASE2"
"587","STATION","Flag indicating whether the Station is a valid location for executing a Haul.","RACEBASE2"
"588","STATION","Foreign Key that relates to the Stratum to which the Station is assigned.","RACEBASE2"
"589","STATION","Geometrical shape of the Station.","RACEBASE2"
"590","STATION","Narrative that further describes the Station.","RACEBASE2"
"591","STATION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"592","STATION","Spatially calculated measurement of the diameter of the Station.  (Unit of measure???)","RACEBASE2"
"593","STATION","Spatially calculated measurement of the sea surface area of the Station.  (Unit of measure???)","RACEBASE2"
"594","STATION","Spatially calculates measurement of the physical perimeter of the Station.","RACEBASE2"
"595","STATION_COORDINATES","Brief name for the coordinate pair in reference to the station.  Either a single point (MIDPOINT), sequence for drawing instructions (1,2,3,4 to draw a rhomboid), or a cardinal geographic direction (NW, SE, SW, NE).","RACEBASE2"
"596","STATION_COORDINATES","Foreign Key that relates to the Station to which the coordinates apply.","RACEBASE2"
"597","STATION_COORDINATES","Latitude in decimal degrees that indicates the parallel coordinate for the Station.","RACEBASE2"
"598","STATION_COORDINATES","Longitude in decimal degrees that indicates the meridian coordinate for the Station.","RACEBASE2"
"599","STATION_COORDINATES","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"600","STATION_DETAIL","Foreign Key that relates to the ADP Code for the characterization of the physical station.","RACEBASE2"
"601","STATION_DETAIL","Foreign Key that relates to the Station to which the detail applies.","RACEBASE2"
"602","STATION_DETAIL","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"603","STATION_PLAN","Foreign Key that relates to the ADP Code for the intended use of the Planned Station.","RACEBASE2"
"604","STATION_PLAN","Foreign Key that relates to the Cruise/Vessel responsible for the Station.","RACEBASE2"
"605","STATION_PLAN","Foreign Key that relates to the Station description for the planned station.","RACEBASE2"
"606","STATION_PLAN","Narrative that elaborates on how the Planned Station pertains to the Cruise.","RACEBASE2"
"607","STATION_PLAN","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"608","STATION_PLAN","Self Referencing Key that relates to a Station which was unsuccessfully attempted prior to the Station.","RACEBASE2"
"609","STRATA_SET","Binary flag indicating whether the Strata Set is the current, valid Strata Set for the given Objective.  0 = No; 1 = Yes.  NOTE: there may be only one valid Strata Set for a given Objective.","RACEBASE2"
"610","STRATA_SET","Commentary on the usage and history of the Strata Set.","RACEBASE2"
"611","STRATA_SET","Date the Strata Set was first implemented.","RACEBASE2"
"612","STRATA_SET","Elaboration on the details of the Strata Set.","RACEBASE2"
"613","STRATA_SET","Foreign Key that relates to the Objective to which the Strata Set applies.","RACEBASE2"
"614","STRATA_SET","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"615","STRATUM","???","RACEBASE2"
"616","STRATUM","Alpha-numeric code used to designate a specific Stratum within a Survey.","RACEBASE2"
"617","STRATUM","Distance of the perimeter of the Stratum boundaries.","RACEBASE2"
"618","STRATUM","Foreign Key that relates to a particular stratification scheme.","RACEBASE2"
"619","STRATUM","Foreign Key that relates to the ADP Code for Name for a Federal/State/International regulatory area as it applies to the Stratum.","RACEBASE2"
"620","STRATUM","Maximum depth as a variable describing the vertical Stratum boundaries.","RACEBASE2"
"621","STRATUM","Minimum depth as a variable describing the vertical Stratum boundaries.","RACEBASE2"
"622","STRATUM","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"623","STRATUM","Surface area enclosed by the Stratum boundaries.","RACEBASE2"
"624","STRATUM","Textual elaboration on the Stratum, its qualities, and its use within the Survey.","RACEBASE2"
"625","STRATUM","Textual identifier for the Stratum.","RACEBASE2"
"626","STRATUM_COORDINATES","Brief name for the coordinate pair in reference to the stratum.  Should represent a sequence for drawing instructions (i.e. 1,2,3,4 to draw a rhomboid).","RACEBASE2"
"627","STRATUM_COORDINATES","Foreign Key that relates to the Stratum to which the coordinates apply.","RACEBASE2"
"628","STRATUM_COORDINATES","Latitude in decimal degrees that indicates the parallel coordinate for the Stratum.","RACEBASE2"
"629","STRATUM_COORDINATES","Longitude in decimal degrees that indicates the meridian coordinate for the Stratum.","RACEBASE2"
"630","STRATUM_COORDINATES","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"631","TRANSACTION","Administrative comments justifying or clarifying the intent of a transaction.","RACEBASE2"
"632","TRANSACTION","Date the record was deleted from RACEBase2.  May be useful if the database needs to be recovered.","RACEBASE2"
"633","TRANSACTION","Date the record was inserted into RACEBase2.","RACEBASE2"
"634","TRANSACTION","Date the record was updated.","RACEBASE2"
"635","TRANSACTION","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"636","TRANSACTION","The Oracle TABLE_NAME for which a transaction is recorded.","RACEBASE2"
"637","TRANSACTION","The Oracle USER that was used to DELETE the record.  So we can track down the culprit like a dirty dog! ;o)","RACEBASE2"
"638","TRANSACTION","The Oracle USER that was used to INSERT the record.","RACEBASE2"
"639","TRANSACTION","The Oracle USER that was used to UPDATE the record.","RACEBASE2"
"640","TRANSACTION","The table-specific Primary Key of the record on which a transaction occurs.  NOTE: there is no Foreign Key relationship because the referenced Key may belong to any Table.","RACEBASE2"
"641","VESSEL","Foreign Key that relates to the Country with which the Vessel is registered.","RACEBASE2"
"642","VESSEL","Government registration number of vessel.","RACEBASE2"
"643","VESSEL","Gross tonnage of the vessel.","RACEBASE2"
"644","VESSEL","Length (LOA) of the vessel in feet.","RACEBASE2"
"645","VESSEL","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.  NOTE: Sequence starts with 1000 so that all the original VESSEL_CODES from the ADP Codebook are the same, but vessels inserted after RACEBase2 will have a sequence-based primary key.","RACEBASE2"
"646","VESSEL","Official current name of the vessel.","RACEBASE2"
"647","VESSEL","Various notes concerning the vessel, its history, or its use in the context of an Objective.","RACEBASE2"
"648","VESSEL_AUDIT","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.  NOTE: Sequence starts with 1000 so that all the original VESSEL_CODES from the ADP Codebook are the same, but vessels inserted after RACEBase2 will have a sequence-based primary key.","RACEBASE2"
"649","VOUCHER_MEASUREMENT","Actual value of the measurement.","RACEBASE2"
"650","VOUCHER_MEASUREMENT","Foreign Key that relates the measurement to the specimen it applies to.","RACEBASE2"
"651","VOUCHER_MEASUREMENT","Foreign Key that relates to the ADP Code for the metric units for the measurement.","RACEBASE2"
"652","VOUCHER_MEASUREMENT","Foreign Key that relates to the details of the Measurement Category for a Measurement.","RACEBASE2"
"653","VOUCHER_MEASUREMENT","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"654","VOUCHER_MEASUREMENT_CATEGORY","Brief descriptor that summarizes the category. ","RACEBASE2"
"655","VOUCHER_MEASUREMENT_CATEGORY","Foreign Key relating to the ADP Code for the basic Morphometric to which the Category applies.","RACEBASE2"
"656","VOUCHER_MEASUREMENT_CATEGORY","Foreign Key relating to the ADP Code for the type of measurement taken as a Morphometric where applicable.","RACEBASE2"
"657","VOUCHER_MEASUREMENT_CATEGORY","Narrative describing the usage of the measurement category.","RACEBASE2"
"658","VOUCHER_MEASUREMENT_CATEGORY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"659","VOUCHER_NOTE","Extended commentary on some aspect of the processing of a Voucher.","RACEBASE2"
"660","VOUCHER_NOTE","Foreign Key that relates to the Voucher Note Category for the Note.","RACEBASE2"
"661","VOUCHER_NOTE","Foreign Key that relates to the Voucher to which a Note pertains.","RACEBASE2"
"662","VOUCHER_NOTE","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"663","VOUCHER_NOTE_CATEGORY","Descriptive name that distinguishes a Category.","RACEBASE2"
"664","VOUCHER_NOTE_CATEGORY","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"665","VOUCHER_NOTE_CATEGORY","Textual description that elaborates on the Category.","RACEBASE2"
"666","VOUCHER_PROCESSING","Foreign Key that relates to the ADP Code for the process undertaken on the Vouchered specimen.","RACEBASE2"
"667","VOUCHER_PROCESSING","Foreign Key that relates to the Vouchered specimen which was processed.","RACEBASE2"
"668","VOUCHER_PROCESSING","Narrative elaborating on the processing of the Vouchered specimen.","RACEBASE2"
"669","VOUCHER_PROCESSING","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"670","VOUCHER_SPECIMEN","Foreign Key that relates to the ADP Code for what the specimen is (i.e. 'TISSUE', 'WHOLE ANIMAL') or the usage of the Specimen (i.e. 'MAX LENGTH').","RACEBASE2"
"671","VOUCHER_SPECIMEN","Foreign Key that relates to the Voucher that provided the set of Specimens.","RACEBASE2"
"672","VOUCHER_SPECIMEN","Numeric primary key generated from a table-specific Sequence (named using the convention: TableName_PKSEQ).  The key is generated either by a pre-insert Trigger (named using the convention: PRE_TableName) or by manually inserting from the Sequence in an INSERT statement.  DO NOT insert a value other than one retrieved from the Sequence.","RACEBASE2"
"673","VOUCHER_SPECIMEN","Robust comments regarding the individual specimen.","RACEBASE2"
"674","BIOMASS_STRATUM","4 digit cruise year","AI"
"675","BIOMASS_STRATUM","Equivalent to REGION in RACEBase","AI"
"676","BIOMASS_STRATUM","estimated biomass in metric tons","AI"
"677","BIOMASS_STRATUM","estimated number per stratum","AI"
"678","BIOMASS_STRATUM","kilograms per square kilometer","AI"
"679","BIOMASS_STRATUM","lower 95 percent confidence bound","AI"
"680","BIOMASS_STRATUM","number of hauls allocated to this stratum","AI"
"681","BIOMASS_STRATUM","number of hauls in this stratum that collected this taxon","AI"
"682","BIOMASS_STRATUM","number per square kilometer","AI"
"683","BIOMASS_STRATUM","originates in GOA.STRATA table","AI"
"684","BIOMASS_STRATUM","originates in RACEBASE.SPECIES table","AI"
"685","BIOMASS_STRATUM","upper 95 percent confidence bound","AI"
"686","BIOMASS_AREA","kg per square kilometer","GOA"
"687","BIOMASS_INPFC","kg per square kilometer","GOA"
"688","BIOMASS_STRATUM","kg per square kilometer","GOA"
"689","BIOMASS_TOTAL","kg per square kilometer","GOA"
"690","GOA_STRATA","square kilometers","GOA"
"691","VAST_GRID","ArcGIS code. Preserved for maintenance.","SAFE"
"692","VAST_GRID","Area of the clipped grid cell in square meters.","SAFE"
"693","VAST_GRID","Latiitude of the center of the clipped grid cell.","SAFE"
"694","VAST_GRID","Latitude of the center of the un-clipped grid cell. Use this position for VAST grids.","SAFE"
"695","VAST_GRID","Longitude of the center of the clipped grid cell.","SAFE"
"696","VAST_GRID","Longitude of the center of the un-clipped grid cell. Use this position for VAST grids.","SAFE"
"697","VAST_GRID","Perimiter of the clipped grid cell in meters.","SAFE"
"698","VAST_GRID","Primary Key. Generated automatically by PKEY_VASTGRID_SEQ.","SAFE"
"699","VAST_GRID","Standardized text indicating which survey the grid applies to (EBS_SHELF, EBS_SLOPE, NBS_SHELF, GOA, AI)","SAFE"
"700","VAST_PARAMETER","FieldConfig parameter, operates as a flag to the VAST model on whether to include the parameter in model execution.","SAFE"
"701","VAST_PARAMETER","Maximum distance from sample used in VAST Extrapolation_List.","SAFE"
"702","VAST_PARAMETER","Maximum iterations parameter for K-means clustering of data.","SAFE"
"703","VAST_PARAMETER","Nstart parameter for K-means clustering of data.","SAFE"
"704","VAST_PARAMETER","Number of knots to interpolate in VAST.","SAFE"
"705","VAST_PARAMETER","ObsModel element 1 of vector passed to VAST.","SAFE"
"706","VAST_PARAMETER","ObsModel element 2 of vector passed to VAST.","SAFE"
"707","VAST_PARAMETER","OverDispersionConfig parameter, operates as a flag to the VAST model on whether to include the parameter in model execution.","SAFE"
"708","VAST_PARAMETER","Primary Key for VAST_PARAMETER","SAFE"
"709","VAST_PARAMETER","Random seed parameter for K-means clustering of data.","SAFE"
"710","VAST_PARAMETER","Recursive to SPECIES_CODE, groups multiple species into a complex of species. Warning: not enforced with a foreign key.","SAFE"
"711","VAST_PARAMETER","Region definition used by VAST, indicates a predefined region or ""user"".","SAFE"
"712","VAST_PARAMETER","Species code to be evaluated in VAST.","SAFE"
"713","VAST_PARAMETER","Standardized survey name.","SAFE"
"714","VAST_PARAMETER","TMB Optimize parameter, operates as a flag to include in the optimizer.","SAFE"
"715","VAST_PARAMETER","VAST Options parameter, operates as a flag to the VAST model on whether to calculate the given output.","SAFE"
"716","VAST_PARAMETER","VAST Options parameter, operates as a logical flag to the VAST model on whether to use normalize GMRF in cpp.","SAFE"
"717","VAST_PARAMETER","Version of the VAST modeling package used.","SAFE"
"718","VAST_PARAMETER","Year of VAST parameter run.","SAFE"
"719","VAST_STRATUM","Sequence-generated primary key.","SAFE"
"720","VAST_STRATUM","Standardized survey name.","SAFE"
"721","VAST_STRATUM","Stratum name or number.","SAFE"
